director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Billy Bob Thornton,Matt Damon,Henry Thomas,Sam Shepard,Drama Romance Western,all the pretty horses,Matt Damon Henry Thomas Sam Shepard Billy Bob Thornton Drama Romance Western all the pretty horses
Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,Biography Drama History,nixon,Anthony Hopkins Bob Hoskins Joan Allen Oliver Stone Biography Drama History nixon
Roman Polanski,Jim Belushi,Olivia Williams,Timothy Hutton,Mystery Thriller,the ghost writer,Jim Belushi Olivia Williams Timothy Hutton Roman Polanski Mystery Thriller the ghost writer
Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,Action Adventure Horror Sci-Fi,deep rising,Djimon Hounsou Jason Flemyng Wes Studi Stephen Sommers Action Adventure Horror Sci-Fi deep rising
Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,Action Crime Drama Thriller War,miracle at st. anna,Joseph Gordon-Levitt Omari Hardwick Laz Alonso Spike Lee Action Crime Drama Thriller War miracle at st. anna
Yimou Zhang,Li Gong,Ye Liu,Man Li,Drama Romance,curse of the golden flower,Li Gong Ye Liu Man Li Yimou Zhang Drama Romance curse of the golden flower
Danny Pang,Nicolas Cage,Charlie Yeung,James With,Action Crime Thriller,bangkok dangerous,Nicolas Cage Charlie Yeung James With Danny Pang Action Crime Thriller bangkok dangerous
Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,Comedy Crime Thriller,big trouble,Zooey Deschanel Janeane Garofalo Omar Epps Barry Sonnenfeld Comedy Crime Thriller big trouble
Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,Drama Romance,love in the time of cholera,Marcela Mar Giovanna Mezzogiorno Unax Ugalde Mike Newell Drama Romance love in the time of cholera
unknown,Pierre Perrier,Clotilde Hesme,Céline Sallette,Drama Fantasy Horror Mystery,the returned            ,Pierre Perrier Clotilde Hesme Céline Sallette unknown Drama Fantasy Horror Mystery the returned            
George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,Action Thriller,shadow conspiracy,Sam Waterston Ben Gazzara Nicholas Turturro George P. Cosmatos Action Thriller shadow conspiracy
Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action Adventure Comedy Crime,johnny english reborn,Daniel Kaluuya Tim McInnerny Togo Igawa Oliver Parker Action Adventure Comedy Crime johnny english reborn
Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,Action Animation Comedy Family Fantasy,foodfight!,Jerry Stiller Larry Miller Harvey Fierstein Lawrence Kasanoff Action Animation Comedy Family Fantasy foodfight!
Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,Biography Drama History Thriller,argo,Clea DuVall Scoot McNairy Tate Donovan Ben Affleck Biography Drama History Thriller argo
Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,Action Adventure Crime Drama Mystery Thriller,the fugitive,Harrison Ford Daniel Roebuck Sela Ward Andrew Davis Action Adventure Crime Drama Mystery Thriller the fugitive
Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,Action Comedy Romance,the bounty hunter,Gerard Butler Dorian Missick Peter Greene Andy Tennant Action Comedy Romance the bounty hunter
Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,Crime Drama Thriller,sleepers,Robert De Niro Brad Pitt Minnie Driver Barry Levinson Crime Drama Thriller sleepers
George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,Action Adventure Thriller War,rambo: first blood part ii,Sylvester Stallone Julia Nickson Martin Kove George P. Cosmatos Action Adventure Thriller War rambo: first blood part ii
Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,Drama Thriller,the juror,Joseph Gordon-Levitt Demi Moore Anne Heche Brian Gibson Drama Thriller the juror
Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,Animation Family Fantasy Musical,pinocchio,Mel Blanc Dickie Jones Cliff Edwards Norman Ferguson Animation Family Fantasy Musical pinocchio
Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,Adventure Drama Western,heaven's gate,Jeff Bridges Sam Waterston Isabelle Huppert Michael Cimino Adventure Drama Western heaven's gate
Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,Action Adventure Fantasy Sci-Fi Thriller,underworld: evolution,Sophia Myles Tony Curran Derek Jacobi Len Wiseman Action Adventure Fantasy Sci-Fi Thriller underworld: evolution
Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,Drama,finding forrester,F. Murray Abraham Rob Brown Michael Nouri Gus Van Sant Drama finding forrester
Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,Comedy Drama,28 days,Steve Buscemi Viggo Mortensen Elizabeth Perkins Betty Thomas Comedy Drama 28 days
Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,Action Crime Drama Thriller,unleashed,Morgan Freeman Jet Li Bob Hoskins Louis Leterrier Action Crime Drama Thriller unleashed
Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy Romance,the sweetest thing,Judith Chapman Lillian Adams Chelsea Bond Roger Kumble Comedy Romance the sweetest thing
Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,Drama Mystery Thriller,the firm,Tom Cruise Holly Hunter Wilford Brimley Sydney Pollack Drama Mystery Thriller the firm
Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,Drama Fantasy Romance,charlie st. cloud,Augustus Prew Charlie Tahan Valerie Tian Burr Steers Drama Fantasy Romance charlie st. cloud
Simon West,Jason Statham,Tony Goldwyn,Mini Anden,Action Crime Thriller,the mechanic,Jason Statham Tony Goldwyn Mini Anden Simon West Action Crime Thriller the mechanic
Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action Comedy Crime,21 jump street,Channing Tatum Dax Flame Rob Riggle Phil Lord Action Comedy Crime 21 jump street
Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy Drama Romance,notting hill,Julia Roberts Clarke Peters Dylan Moran Roger Michell Comedy Drama Romance notting hill
Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure Animation Comedy Drama Family,chicken run,Imelda Staunton Miranda Richardson Julia Sawalha Peter Lord Adventure Animation Comedy Drama Family chicken run
John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy Romance,along came polly,Philip Seymour Hoffman Masi Oka Debra Messing John Hamburg Comedy Romance along came polly
Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy Drama Romance,boomerang,John Witherspoon Eartha Kitt Geoffrey Holder Reginald Hudlin Comedy Drama Romance boomerang
Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,Action Comedy Crime,the heat,Michael Rapaport William Xifaras Demián Bichir Paul Feig Action Comedy Crime the heat
Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,Biography Drama History Romance,cleopatra,Martin Landau Richard Burton Roddy McDowall Joseph L. Mankiewicz Biography Drama History Romance cleopatra
Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action Comedy Sport,here comes the boom,Salma Hayek Reggie Lee Charice Frank Coraci Action Comedy Sport here comes the boom
Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,Crime Drama Mystery Thriller,high crimes,Morgan Freeman Adam Scott Bruce Davison Carl Franklin Crime Drama Mystery Thriller high crimes
Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy Drama Romance,the mirror has two faces,Jeff Bridges Austin Pendleton Mimi Rogers Barbra Streisand Comedy Drama Romance the mirror has two faces
Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama Horror Mystery Thriller,the mothman prophecies,Debra Messing Will Patton David Eigenberg Mark Pellington Drama Horror Mystery Thriller the mothman prophecies
Larry Charles,Bono,Elton John,Slash,Comedy,brüno,Bono Elton John Slash Larry Charles Comedy brüno
John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action Adventure Thriller,licence to kill,Robert Davi Talisa Soto Anthony Zerbe John Glen Action Adventure Thriller licence to kill
Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy Horror Mystery Thriller,red riding hood,Gary Oldman Billy Burke Virginia Madsen Catherine Hardwicke Fantasy Horror Mystery Thriller red riding hood
John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action Crime Drama Thriller,15 minutes,Robert De Niro Charlize Theron Kelsey Grammer John Herzfeld Action Crime Drama Thriller 15 minutes
Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.,Bob Hoskins Fisher Stevens Fiona Shaw Annabel Jankel Adventure Comedy Family Fantasy Sci-Fi super mario bros.
Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,Crime Drama Thriller,lord of war,Nicolas Cage Jeremy Crutchley Jared Burke Andrew Niccol Crime Drama Thriller lord of war
Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action Comedy Crime Romance Thriller,one for the money,Fisher Stevens Debbie Reynolds Patrick Fischler Julie Anne Robinson Action Comedy Crime Romance Thriller one for the money
Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,the interview,James Franco Randall Park Anders Holm Evan Goldberg Comedy the interview
Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action Fantasy Western,the warrior's way,Tony Cox Dong-gun Jang Jed Brophy Sngmoo Lee Action Fantasy Western the warrior's way
unknown,Tim Conway,Gavin MacLeod,Bob Hastings,Comedy War,mchale's navy            ,Tim Conway Gavin MacLeod Bob Hastings unknown Comedy War mchale's navy            
Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,Action Comedy Crime,micmacs,Omar Sy Dany Boon André Dussollier Jean-Pierre Jeunet Action Comedy Crime micmacs
Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,Drama Music,8 mile,Mekhi Phifer Omar Benson Miller Evan Jones Curtis Hanson Drama Music 8 mile
Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,Adventure Animation Comedy Family,animal kingdom: let's go ape,Jamel Debbouze Youssef Hajdi Mélissa Theuriau Jamel Debbouze Adventure Animation Comedy Family animal kingdom: let's go ape
Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,Action Adventure Romance,a knight's tale,Heath Ledger Rufus Sewell Bérénice Bejo Brian Helgeland Action Adventure Romance a knight's tale
Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action Comedy Fantasy,the medallion,Julian Sands Lee Evans Anthony Chau-Sang Wong Gordon Chan Action Comedy Fantasy the medallion
M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,Drama Mystery Thriller,the sixth sense,Bruce Willis Haley Joel Osment Olivia Williams M. Night Shyamalan Drama Mystery Thriller the sixth sense
Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action Crime Thriller,man on a ledge,Robert Clohessy Mandy Gonzalez J. Smith-Cameron Asger Leth Action Crime Thriller man on a ledge
David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,the big year,Joel McHale Kevin Pollak JoBeth Williams David Frankel Comedy the big year
David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime Drama,american hustle,Jennifer Lawrence Christian Bale Bradley Cooper David O. Russell Crime Drama american hustle
Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy Drama Romance,the proposal,Ryan Reynolds Denis O'Hare Craig T. Nelson Anne Fletcher Comedy Drama Romance the proposal
Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime Mystery Thriller,double jeopardy,Bruce Greenwood Annabeth Gish Bruce Campbell Bruce Beresford Crime Mystery Thriller double jeopardy
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,back to the future part ii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi back to the future part ii
Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,lucy,Scarlett Johansson Morgan Freeman Amr Waked Luc Besson Action Sci-Fi Thriller lucy
Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama Romance,fifty shades of grey,Jennifer Ehle Luke Grimes Callum Rennie Sam Taylor-Johnson Drama Romance fifty shades of grey
Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over,Sylvester Stallone Salma Hayek Alexa PenaVega Robert Rodriguez Action Adventure Comedy Family Sci-Fi spy kids 3-d: game over
Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime Drama Thriller,a time to kill,Kevin Spacey Matthew McConaughey Oliver Platt Joel Schumacher Crime Drama Thriller a time to kill
Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy Family,cheaper by the dozen,Tom Welling Alyson Stoner Bonnie Hunt Shawn Levy Comedy Family cheaper by the dozen
Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action Biography Drama Thriller War,lone survivor,Jerry Ferrara Scott Elrod Dan Bilzerian Peter Berg Action Biography Drama Thriller War lone survivor
Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,Comedy Drama Sport,a league of their own,Tom Hanks Lori Petty Rosie O'Donnell Penny Marshall Comedy Drama Sport a league of their own
James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror Mystery Thriller,the conjuring 2,Javier Botet Frances O'Connor Robin Atkin Downes James Wan Horror Mystery Thriller the conjuring 2
David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,Biography Drama,the social network,Andrew Garfield Dustin Fitzsimons Marcella Lentz-Pope David Fincher Biography Drama the social network
Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,Comedy Drama Romance,he's just not that into you,Carmen Perez Sabrina Revelle Sachiko Ishida Ken Kwapis Comedy Drama Romance he's just not that into you
David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,Comedy,scary movie 4,Beau Mirchoff Carmen Electra Regina Hall David Zucker Comedy scary movie 4
Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror Mystery,scream 3,Kelly Rutherford Roger Jackson Nancy O'Dell Wes Craven Horror Mystery scream 3
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,back to the future part iii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi Western back to the future part iii
Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,Comedy Crime,get hard,Will Ferrell Alison Brie Craig T. Nelson Etan Cohen Comedy Crime get hard
Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy Horror Romance,bram stoker's dracula,Keanu Reeves Anthony Hopkins Gary Oldman Francis Ford Coppola Fantasy Horror Romance bram stoker's dracula
Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Biography Drama Romance,julie & julia,Meryl Streep Mary Lynn Rajskub Vanessa Ferlito Nora Ephron Biography Drama Romance julie & julia
Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,Biography Drama Sport,42,Harrison Ford Christopher Meloni Nicole Beharie Brian Helgeland Biography Drama Sport 42
Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Crime Drama Thriller,the talented mr. ripley,Philip Seymour Hoffman Matt Damon Jack Davenport Anthony Minghella Crime Drama Thriller the talented mr. ripley
Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,dumb and dumber to,Bill Murray Kathleen Turner Rob Riggle Bobby Farrelly Comedy dumb and dumber to
Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure Drama Family,eight below,Paul Walker Bruce Greenwood Wendy Crewson Frank Marshall Adventure Drama Family eight below
Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Comedy Drama,the intern,Robert De Niro Anne Hathaway Rene Russo Nancy Meyers Comedy Drama the intern
Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,Action Comedy,ride along 2,Olivia Munn Nadine Velazquez Bruce McGill Tim Story Action Comedy ride along 2
Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,the last of the mohicans,Wes Studi Terry Kinney Eric Schweig Michael Mann Action Adventure Drama Romance War the last of the mohicans
Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Biography Drama Music,ray,Bokeem Woodbine Curtis Armstrong Harry Lennix Taylor Hackford Biography Drama Music ray
Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,Crime Thriller,sin city,Rosario Dawson Powers Boothe Jason Douglas Frank Miller Crime Thriller sin city
Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,Crime Drama Mystery Thriller,vantage point,Dennis Quaid Edgar Ramírez William Hurt Pete Travis Crime Drama Mystery Thriller vantage point
John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,Comedy Romance,"i love you, man","J.K. Simmons Jon Favreau Jane Curtin John Hamburg Comedy Romance i love you, man"
Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,Comedy Drama Fantasy Romance,shallow hal,Jason Alexander Bruce McGill Susan Ward Bobby Farrelly Comedy Drama Fantasy Romance shallow hal
Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Drama History Thriller,jfk,Sally Kirkland Jay O. Sanders Cheryl Penland Oliver Stone Drama History Thriller jfk
John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,Comedy Crime,big momma's house 2,Chloë Grace Moretz Nia Long Marisol Nichols John Whitesell Comedy Crime big momma's house 2
Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure Comedy Crime Romance,the mexican,J.K. Simmons Brad Pitt Julia Roberts Gore Verbinski Adventure Comedy Crime Romance the mexican
Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,unbroken,Finn Wittrock Jack O'Connell Alex Russell Angelina Jolie Pitt Biography Drama Sport War unbroken
Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,Comedy Drama Family Fantasy Romance,17 again,Matthew Perry Hunter Parrish Thomas Lennon Burr Steers Comedy Drama Family Fantasy Romance 17 again
Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,Comedy Romance,the other woman,Don Johnson Kate Upton David Thornton Nick Cassavetes Comedy Romance the other woman
David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,the final destination,Krista Allen Andrew Fiscella Shantel VanSanten David R. Ellis Horror the final destination
